,뉴스제목,주가변동
3199,"""탕후루 비켜! 원조 길거리 음식이 왔다""…그런데 붕어빵 가격이 ""왜 이래""",1
3200,"고속터미널 등장 '속임수'였다…탈주범 김길수, 의정부서 체포",1
3201,"오늘 한파는 예고편일 뿐...""굉장한 추위 금요일부터 시작"" [Y녹취록]",1
3202,"[단독] ""요즘 파리바게뜨 왜 이래""…행주 이어 롤케이크에 곰팡이가",1
3203,경찰 조사에 BMW 타고 온 지디… 조사 자신감?,1
3204,물 마신 뒤 ‘90도 인사’한 남학생들…그런데 상대가 CCTV? [잇슈 키워드],1
3205,"이준석 ""Mr.린턴"" 영어발언 역풍? 당사자도 ""아이고‥3대가 한국 태생""",1
3206,"""전청조와 데이팅 앱서 만나 월미도 모텔 가…여자였고 정말 예뻤다""",1
3207,탈주범 김길수 63시간 만에 검거…연인에 전화하다 덜미,1
3208,용변 중이니 봐달라 사정했지만... 러 병사에 우크라 드론 폭탄 쾅,1
3209,"[Pick] ""지하철 탔다가 코트 벗었더니 빈대가…"" 목격담 확산",1
3210,"'도주 사흘째' 김길수, 연인에게 전화했다 의정부서 붙잡혀",1
3211,"""무인매장서 물 마신 아이들, CCTV 찾더니…"" 이어진 장면에 '울컥'",1
3212,[단독] 새끼만 낳고 도살장행…미국서 팔려온 경주마 도살 직전 구조,1
3213,"""썸 탔다""…20대 남성과 초등 여아, 광주서 성관계 '충격'",1
3214,안경에 차량까지 '핫'하다… '경찰 출석' 지드래곤 패션,1
3215,"기안84처럼 마라톤 완주 성공했는데…""왜 계속 피곤하지?""",1
3216,그네 타던 아이 솟구치게 밀어 3m 내동댕이…부부싸움 홧김에(영상),1
3217,무슨 김밥이길래 2주에 20만개나…직장인·학생들 난리났네,1
3218,슈퍼 엔저에 엔테크 열풍 지속…엔화예금 잔액 10조원 육박,1
3219,“닌자 거북이 다녀갔나” 뉴욕 하수구서 넘친 '초록빛 액체' 정체는?,1
3220,"“네 남편과 내 아내가 바람났다, 우리도 모텔 가자”",1
3221,"[단독] 경찰, '전청조 공범 의혹' 남현희 출국금지…10시간 조사선 '혐의 부인'",1
3222,1개 9400원인데 '1+1'이 2만6800원…이런 황당,1
3223,학교 운동회에 레깅스만 입고 온 교사 “눈을 어디에 둬야 할지…”,1
3224,"“마동석까지 등 돌렸다” 티켓 값 올리더니, 영화관 충격 사태…넷플릭스로 간다",1
3225,"남현희 측 ""11억 피해 본 전문직 부부가 남현희 고소""",1
3226,용비늘 지붕으로 미관·친환경 다 잡았다... 100년 내다본 구글의 신사옥 [찐밸리 이야기],1
3227,반도체 주가 30% 더 오른다는 이유는…고부가가치 제품의 확산,1
3228,"[단독]경매까지갔던 유인나 '용산 고급아파트'…""오늘 해결""",1
3229,빈대 나온 사우나 소독했는데…같은 건물 고시원은 방치?,1
3230,"라이머-안현모, 최근 이혼 ""서로 미래 응원""",1
3231,“이게 요새 말 나오는 빈대인가” 지하철 이용 누리꾼 코트서 발견…빈대 공포 확산,1
3232,[전참시]'칼 간' 롯데 레드페스티벌…'엘포인트' 강조한 이유,1
3233,"""배 나오는 게 느껴져"" 임신 믿은 남현희, 전청조에 보낸 메시지",1
3234,"박근혜 ""난 욕먹어도 공무원연금개혁, 문재인은 방치하더라""",1
3235,"""안녕하세요 유재석입니다"" 사칭광고 '방치'하는 페이스북",1
3236,"""머리카락 나와"" 유튜버 벨벳튜브, 사기 혐의로 500만 원 벌금",1
3237,[단독]부부싸움 홧김에…그네 타던 아들 내동댕이,1
3238,"갤럭시S24 시리즈, 이렇게 나올까",1
3239,후추인 줄 알고 키웠는데... 이건 뭔가요,1
3240,"대규모 입주 코앞인데도 전셋값 '껑충'…""왜""",1
3241,"'헤이 기아' 음성 호출 카니발, 하이브리드 세제혜택은 어려울 듯 [카미경]",1
3242,"""게임하다 썸 탔다""..초등생과 성관계한 20대 男 입건",1
3243,"우리집도 빈대 있을까?... ""여기서 발견됐다면 비상!""",1
3244,폭탄을 사랑하지 마세요,1
3245,분신 택시 노동자의 외침 “완전월급제 시행하라”,1
3246,"궁지에 몰린 우크라? 젤렌스키 ""망할 (FXXX) 푸틴"" 욕설 쓰며 맹비난",1
3247,상온 초전도체 LK-99 공개 100일...과학계에 남긴 과제,1
3248,전청조 집에 온 ‘선물더미’…알고보니 더 큰 사기 위한 밑그림?,1
3249,"[단독] '임신 축하 선물' 전청조, 10월까지 '남현희 카톡 가스라이팅'",1
3250,“챗GPT는 보고 듣고 말할 수 있다” 오픈AI 선언의 의미는?,1
3251,"57세 이승환, 최강 동안 비결… 20년째 '이것' 아침마다 갈아 먹어",1
3252,비염·염증성 질환 있다면 '이것' 드세요,1
3253,검찰 특활비 부정사용 연속 폭로 이후... 한동훈 “특활비 지침 공개하겠다”,1
3254,‘버려야만’ 떠날 수 있는 장애인들[렌즈로 본 세상],1
3255,"""주차난 해소한다더니"".. 저녁이면 문 닫는 부설주차장",1
3256,[Newsmaker] Fugitive captured after 3 days on the lam,1
3257,[DD퇴근길] 이차전지주 기사회생…'로또' 동행복권 개인정보 유출,1
3258,"""머리 짧다고 폭행당해야 하냐""… 여성들, 여성혐오 범죄 맞서 '숏컷' 인증",1
3259,"'다시, 콘텐츠로 독자에게'… 지역신문의 변화 여기 있습니다",1
3260,판결로 편의점 문턱 낮췄으나…“안타깝지만 원고가 졌습니다”,1
3261,'155cm·74세' 한국 여성 최고령 7대륙 최고봉 완등까지 1곳 남았다,1
3262,에코프로머티리얼즈 공모가 최하단 3만6200원 결정…17일 상장,1
3263,"""비절개 방식 슈링크 리프팅, 시술 후 즉시 일상 복귀 가능""",1
3264,강릉서 강풍에 밀려 주차된 소형차 2m 아래로 추락,1
3265,갑자기 지독해진 대변 냄새… 바로 ‘이 음식’ 탓,1
3266,하남 ‘서울 편입’ 여론조사 결과가 다른 까닭,1
3267,"[THINK ENGLISH] 케냐 방문한 찰스 3세, 식민 지배에 대한 입장 밝히라는 요구 직면",1
3268,‘17년 만에 돌아온 반가운 손님’...멸종위기 1급 미호종개 진천군 미호강서 발견,1
3269,'식당 종이컵' 금지 안 한다…플라스틱 빨대 단속도 무기한 유예,1
3270,동네축제는 왜 다 프리마켓일까요? [視리즈],1
3271,“왜 이리 팍팍한가 했다” 목욕에 세탁비까지.. 쪼들리는 월급 “힘들어질 수 밖에”,1
3272,"[심층] 월요일 아침부터 북적이는 이비인후과···독감 환자, 천 명당 32.6명",1
3273,"우아한 보디라인에 스포티한 매력, 귀까지 즐겁다",1
3274,"브루스 윌리스, 더는 데미 무어를 알아보지 못했다",1
3275,"""키워주셔서 감사합니다"" 남기고 떠난 아들…살아남은 엄마의 한마디",1
3276,“이러니 다들 박은빈 타령” 결국 터졌다…추락한 엔터 명가 부활하나,1
3277,"배우들 사이 어딘가 어색한 몸짓…""이건 미친 짓"" 불만, 왜",1
3278,"요새 이거 모르고 백화점 갔다간 '낭패'...""6개월 무이자 없어요""",1
3279,"흑자 쌓이는 쿠팡, 이마트 제치고 '유통강자' 1위 굳히나",1
3280,"""교촌치킨 왜 이렇게 작아?""…양 적어 보이는 이유 있었다 [현장+]",1
3281,"文 만난 조국, 출마할 결심?",1
3282,[와글와글] 초·중학교서 '당근 칼' 인기‥우려 커져,1
3283,여성작가가 그린 ‘내 아내의 누드’…물감 마르기도 전에 팔렸다는데,1
3284,"직장인 이직 후회 1위 ""결국 그 회사가 그 회사일 때""",1
3285,아프리카에 우물 100개…세계 1위 유튜버의 대규모 공익 콘텐츠 화제 [잇슈 SNS],1
3286,'이재용템' 또 완판 행진…1200억 매출 찍은 '이 신발',1
3287,"""은행 털어 대박난 동네""…하루에만 5000명 다녀갔다, 어디",1
3288,"부산저축은행 대출 담당자 ""대장동은 사업성 검토 없이 대출금부터 내줬다""",1
3289,"오늘부터 이틀간 서울 지하철 경고파업…""출근길은 정상운행""",1
3290,2025년 싼타페·쏘렌토 '순수 내연기관' 생산 중단,1
3291,"양쪽 눈 '쫙'.. 손흥민에 인종차별한 英 축구팬, 3년간 직관 못한다",1
3292,"이선균·지드래곤 '음성'? 마약 몸세탁, 완전범죄 가능하다?",1
3293,"[단독] ‘로또 아파트’ 미계약 1채, 그룹 실세 사장에 넘긴 현대건설",1
3294,[프레스룸LIVE-오!궁금] 싸늘했던 6시간…대질 조사로 만난 남현희-전청조,1
3295,"남현희 측 ""전청조, 경찰 몰래 15분간 태블릿 PC 사용""",1
3296,"남현희, 전청조 보자마자 “뭘 봐”...살벌했던 대질조사 분위기",1
3297,해변도 맨발 걷기 열풍… “부산을 어싱 성지로”,1
3298,가정집서 버리려던 그림 알고보니 330억원 명화…루브르 전시,1
3299,"첫 대질 나선 남현희, 전청조 보자마자 “뭘 봐”",1
3300,[단독] “회식서 여직원 가슴 터치·허벅지 만지작”… 해고는 피해자가 당했다,1
3301,"""겁나서 어떻게 말아요?""…소주·맥주값 오늘부터 오른다",1
3302,"[스브스픽] ""위층에 악마가 사네요""…누리꾼 경악한 층간소음 실제 상황",1
3303,"“승마선수인데 임신”...전청조, 남현희 만나기 직전 성관계男에 사기",1
3304,"피자헛 홍콩, '뱀고기 피자' 내놨다",1
3305,“반차 내고 올라갑니다” 전국서 몰린다... 연말 명소된 백화점 크리스마스 트리,1
3306,"""여보, 얘들아 이제 외식 끊자""…이런 '눈물의 결심'한 가장들 무려…",1
3307,"출고가는 100원도 안 오른 소주, 식당은 왜 1000원씩 올리려 할까",1
3308,"'둘째 임신' 이민정 성별 공개 ""딸 맞다고…안 믿긴다""",1
3309,빈대 잡으려다 초가삼간 태운 이유 있었다,1
3310,"“무기 돌려줘”…러, 전쟁 장기화에 재고 부족해지자 수출품 회수",1
3311,"바람 잘 날 없는 카카오, 역대급 매출",1
3312,"“남현희, 다 알았다”vs “운동만 26년, 전청조에 속아”…계속되는 ‘진실공방’",1
3313,초등학생 의붓딸 12년간 성폭행한 40대 계부 2심서 징역 14년…피해자 극단적 선택까지 시도,1
3314,"""식당을 왜 가? 차에서 먹지""... '드라이브 스루', 미국을 중독시키다",1
3315,왜 하필 '뜬금없이' 김포였나? 민주당 '급소' 찌른 국민의힘[박해성의 여의대교],1
3316,"“승마선수인데 임신했잖아”…전청조, 다른 男과 성관계 후 7000만원 뜯어내",1
3317,방송인 박나래 악성루머 유포자 3명 사건 이송…30대男 2명·미성년자 1명,1
3318,노벨상 수상자 골딘이 말하는 남녀 임금격차의 진짜 원인,1
3319,"[속보] 전청조, '임신 사기'로 4월에도 기소…채팅남 속여 7300만원 가로챈 혐의",1
3320,일터에서 커밍아웃 할 수 없는 이유,1
3321,"""이쁜 친구 출근""..밤마다 광고 문자 보낸 술집 직원, 벌금형",1
3322,"신평 변호사 폭탄발언, 이준석·홍준표 연결시키며 “反 윤석열 선회하는 순간…”",1
3323,"""이재명에 20억 줬다"" 국제마피아파 박철민, 징역 1년6개월",1
3324,"이번엔 이병헌에 카카오 김범수까지 '사칭', 카카오 '주의' 당부",1
3325,"전학오면 '월급 320만+오션뷰 숙소'의 실체 ""신안 홍도 밀착취재"" [채연삶의현장]",1
3326,[THINK ENGLISH] 넷플릭스 이용료 인상… 한 집에 안 살면 5000원 더 내야,1
3327,'명의' 소화불량으로 소화제만 먹었었는데…담도∙담낭 질환?,1
3328,“남현희와 5분만 대화하고 싶다”…경찰이 말린 신경전,1
3329,"""고통 동반 염증성 장질환 발병, 8년전에 알 수 있다""",1
3330,"노소영 ""이혼한다고 이렇게까지?"" vs SK ""아트센터 비워야""…인도소송서 격돌",1
3331,Seoul announces steps to prepare for winter,1
3332,"전청조, 성관계 후 ""임신해 승마선수 위약금 내야""→7300만원 뜯어낸 혐의 불구속 기소",1
3333,서울 지하철 결국 파업...‘퇴근 대란’ 우려,1
3334,물로 대충 헹군 텀블러 안에 ‘수만 마리’ 세균 있다?,1
3335,전기차 점점 안팔리는데 어쩌나…현대차·포드 1천만원씩 할인 경쟁,1
3336,[운해 화보] 꿈틀대는 신기루를 보았는가,1
3337,경북 경산서 주택 화재로 1명 숨져···영천에서는 장갑 제조 공장서 화재,1
3338,편의점 앞 휠체어…알고 보면 심상치 않은 풍경,1
3339,"초유의 방통위원장 탄핵안 발의… 이동관 ""부당하고 황당""",1
3340,"11살 네이버 밴드, 미국서 터졌다…MAU 500만명 돌파",1
3341,"누렇게 끈적끈적...내 귀지, 축축했던 이유 있었네",1
3342,"에코프로머티리얼즈, 청약 첫날 5500억 몰려...우리사주 청약률 100% 완판",1
3343,"에코프로머티리얼즈 청약 첫날 인기에 '술렁'…""못 먹어도 고?""",1
3344,"전청조 째려보자 남현희 ""뭘 봐""… 발언 순서까지 정해",1
3345,"""우박 맞은 보조개 사과 사세요""...롯데마트·슈퍼, 충북 우박 피해 사과 판매",1
3346,여행용 캐리어 속 에르메스·샤넬…공항서 사라졌다,1
3347,대전 둔산동 한복판서 '묻지마 폭행'… 조현병 의심 20대女 체포,1
3348,"애정에서 증오로... 전청조·남현희, 살벌했던 그들의 첫 대면",1
3349,'20명 사상자' 순창 투표소 사고..가해 운전자 항소심서 감형,1
3350,SK측 “노소영 관장 퇴거 불응 이유 다른 데 있어”,1
3351,소맥이 1만5000원? 소주·맥주 가격 9일부터 인상,1
3352,"‘메가 서울’, 신도시 30‧40 화이트칼라 욕망을 겨누다",1
3353,무기계약직은 차별이 아니라지만[한용현의 노동법 새겨보기](28),1
3354,"""안철수씨 조용하세요"".. 이준석 식당서 점심 먹다 신경전, 왜?",1
3355,마약 하려고 여장…마약 사려고 기초수급비 탕진,1
3356,카카오 뗀 카뱅은 과연 카카오뱅크일까 [컴퍼니+],1
3357,"[CULTURE CALENDAR] K클래식 스타 임윤찬, 뮌헨필과 당찬 하모니",1
3358,100세까지 살고 싶나요? ‘이 취미’ 시작하세요,1
3359,기안84도 마셨던 물인데…갠지스강 지류 '독성 거품' 쇼크,1
3360,총 맞아 숨진 20대 여성…핸드폰 카메라에 찍힌 ‘충격적 용의자’,1
3361,"[단독] '이선균 마약 사건' 연루 의사, 2년 전에도 '대마 소지' 입건",1
3362,길 가던 여고생 무차별 폭행한 50대… 조깅하던 대학교수가 제압,1
3363,"[단독]'영화표 7000원으로 인하' 무산…""다른 방식 찾아볼 것""",1
3364,“야근 중에 오로라를 보다니!”…내년엔 더 멋진 오로라 본다 [특파원 리포트],1
3365,오남매 둔 대통령실 외교비서관 “여섯째는 입양하려고요”,1
3366,"'종이 빨대' 사장의 분노‥""직원 다 내보내도 빚""",1
3367,“반차 내고 올라갑니다” 전국서 몰린다... 연말 명소된 백화점 크리스마스 트리,1
3368,"""뭔가 잘못됐다는 걸 느꼈다""...이륙 직후 승무원이 목격한 '충격' 장면",1
3369,"'둘째 임신' 이민정 성별 공개 ""딸 맞다고…안 믿긴다""",1
3370,"[르포]길 가던 사람들 ""이거 무슨 줄이에요?""…편의점 앞에서 펼쳐진 '모닝런'",1
3371,머리 빼고 온몸 제모한 지드래곤…결국 손톱 채취해 정밀 감정,1
3372,“뭘봐”라고 했던 남현희 대질신문 전 전청조가 경찰에게 한 말,1
3373,지하철 좌석 없앤다? 장거리 출퇴근족은 웁니다,1
3374,“슈퍼에서 사면 900원인데 ‘여기’는 1500원”…그래도 난 편의점에 간다,1
3375,머리 빼고 온몸 제모한 지드래곤…결국 손톱 채취해 정밀감정,1
3376,中 유명 주지스님 방송인과 불륜 들통…“남편에 수억원 뜯겨”,1
3377,"""5060이 반했네""…이재용 애착 신발 1200억어치 팔렸다",1
3378,"“하루이자 100억, 한전의 끝은 파산”… 내부직원의 고백",1
3379,“벽에 핀 곰팡이인 줄 알았는데” 깜빡 속을 뻔...끔찍한 정체,1
3380,"차값이 내린다, 중고 전기차값은 더 내린다",1
3381,석달 23kg 뺀다는 비만약…국내엔 빨라야 반년 뒤,1
3382,새로 산 스텐냄비 ‘쓱’ 닦았더니…내 몸에 괜찮을까,1
3383,"온몸 제모설 나온 지드래곤 ""지금이라도 다리털 제공하겠다"" 즉각 반박",1
3384,"[단독]'마약 반입' 안동교도소, 트랜스젠더 수용자 '성관계'까지…은폐 급급",1
3385,"피 흘리는 여고생 구한 30대男, 알고 보니 대학교수…“무차별 폭행 지나칠 수 없었다”",1
3386,"진짜 집값 떨어진 이유는 그게 아냐…""지금 사면 바보"" 왜?[부릿지]",1
3387,"""귀티나게 잘생겼고 돈도 많아, 나랑 살자""..'프러포즈' 공개된 전청조-남현희",1
3388,"""가짜 아닌 찐재벌"" 대림 총수일가 4세 이주영 패션[누구템]",1
3389,여친 두고 아울렛 주차장 내리막길서 사라진 운전자…`이것` 때문이라니,1
3390,"지드래곤, 온 몸 제모하고 경찰 출석…""손톱 채취해 국과수 의뢰""",1
3391,2025년 싼타페·쏘렌토 '순수 내연기관' 생산 중단,1
3392,"""뭘봐"" 폭발했던 남현희 ""전청조, 경찰 몰래 태블릿 PC 사용""",1
3393,"바람 잘 날 없는 카카오, 역대급 매출",1
3394,"지드래곤, 머리 빼고 온몸 제모…손톱 채취해 정밀감정",1
3395,"출고가는 100원도 안 오른 소주, 식당은 왜 1000원씩 올리려 할까",1
3396,"노소영, ""30년 결혼 생활 막내리게 돼 참담""....최태원, ""심려 끼쳐 송구""",1
3397,"""33일간 머리 안감아""...샴푸 주기 늘리면 두피 건강해져?",1
3398,"[단독]“이체한 돈, 남현희 계좌로 수억 원 송금”",1
3399,"직장인 이직 후회 1위 ""결국 그 회사가 그 회사일 때""",1
3400,"한국서 만든 냉동김밥 250t, 미국서 한 달도 안 돼 완판된 비결은?",1
3401,"의협, 의대정원 증원 주장 김윤 서울대 교수 징계 추진",1
3402,"'온몸 제모' 지드래곤, 마약 투약 증거인멸?…""평소에도 제모""",1
3403,"""매일 '당근' 10개 먹으면 피부 '당근색' 된다""…당근 섭취 시 '주의'",1
3404,"'재드래곤 신발' 또 완판…1,200억어치 팔렸다",1
3405,[THINK ENGLISH] 빠르고 저렴한 식사를 원한다면 기사식당으로,1
3406,"폭행에 얼굴 피범벅 10대 여학생, 조깅하던 '공대 교수'가 살렸다",1
3407,매운 김치 먹었다 머리 터질라…영국 한인타운 찾은 찰스 3세,1
3408,가자 전쟁으로 더 중요해진 9·19 군사합의,1
3409,"지드래곤, 머리 빼고 온몸 제모한 상태서 조사…경찰, 결국 손톱 채취해 정밀감정",1
3410,"전청조 만난 남현희 첫마디는 ""뭘봐!""…살벌했던 남-전 대질신문",1
3411,尹 타깃 돼버린 플랫폼… 카뱅서 ‘카카오’ 사라지나,1
3412,박민 KBS 사장 임명도 되기 전에 뉴스 앵커 줄줄이 하차,1
3413,"마약 혐의 지드래곤, 머리 빼고 온몸 제모한 뒤 경찰 조사",1
3414,전기차 점점 안팔리는데 어쩌나…현대차·포드 1천만원씩 할인 경쟁,1
3415,"김길수 실제 검거한 형사들은 쏙 빼고 특진 준 경찰…""피습 위험 감수했는데 왜 빠졌나"" 비판 쇄도",1
3416,"‘이것’ 발생한 당뇨병 환자, 합병증 위험↑",1
3417,오늘도 국민은 ‘가장 어이없는 날’ 갱신 중,1
3418,"네이버‧카카오, 논란 일으킨 인수 기업이 3분기 최대 매출 끌었다",1
3419,코에 박힌 검은 점… 알고보니 ‘털 뭉치’라고?,1
3420,총선 연전연승 서울확장 개념도[시사 2판4판],1
3421,"'마약 혐의' 지드래곤, 머리 빼고 온몸 제모…결국 손톱 채취",1
3422,대장동 일당과 유착한 경찰들...조우형의 뇌물 자금도 덮어줬다,1
3423,"""맞아도 되는 여성은 없다""… 여대생들, '숏컷 여성폭행사건' 엄벌 촉구",1
3424,"'매파 본색' 드러낸 파월…""필요하면 주저 없이 추가 긴축""",1
3425,군산 세아베스틸 공장에서 또 추락 사고..2명 부상,1
3426,Unionized Seoul Metro workers launch 2-day strike,1
3427,정기선 승진하자 바뀐 프로필…'80년대생 부회장 시대' 맞은 HD현대,1
3428,[운해 찾아 어깨산 1박2일] 첫사랑 같은 구름바다...붉게 타오르다 연기처럼 사라지네,1
3429,"[속보] 전청조 사기 피해 23명·28억으로 늘어…""피해자들에 죄송""",1
3430,국힘 중진 험지 출마? 무소속 출마도 불사할 듯,1
3431,대구스타디움에 11월 12일 신천지 수료식 10만 명 모일 듯···혼잡 예상,1
3432,"""바퀴벌레, 빈대 천적 아냐""...빈대 흡혈량 모기의 7배[Q&A]",1
3433,외면받는 '왕의 온천 수안보'..국내 첫 온천도시 지정 재도약 기회될까,1
3434,"[얼마예요] ‘9년 찐사랑’ 임세령♥이정재, LA서 선보인 블랙룩 정체는",1
3435,김해 영운초 '초등생 방화셔터 목끼임 사고' 책임자 벌금형 확정,1
3436,"2000만원 주고 12주만에 23㎏ 감량, 더 센 비만약 나왔다",1
3437,"초유의 방통위원장 탄핵안 발의… 이동관 ""부당하고 황당""",1
3438,"철사 나온 '피자 퀘사디아' 회수 조치...""이 제품 먹지 말고  반품하세요""",1
3439,일터에서 커밍아웃 할 수 없는 이유,1
3440,삼성 스마트폰  '실속 없는 장사' 편견 날렸지만…[IT+],1
3441,"페퍼앤솔트, 크리에이터 '드로우앤드류'와 협업하여 '24년 자기계발키트' 와디즈 펀딩 오픈",1
3442,일상 스며든 ‘뚱뚱 혐오증’…외국인들이 지적했다,1
3443,"아내는 소고기 훔치고, 남편은 망보고…50대 부부 징역형",1
3444,[르포] “판교 뛰어넘는다고?”… GTX로 ‘경기남부 대장’ 기대감에 들썩이는 동탄,1
3445,"""옷장에 있는 안 입는 옷 팔아 600만원 벌었어요"" [긱스]",1
3446,"“쓰레기통에서 몸통 발견”…아내 엽기살해한 공포영화 감독, 美 ‘발칵’",1
3447,등·어깨 아파 병원 갔더니 '수술불가' 췌장암?…이런 사람들 '위험',1
3448,"김용민 ""한동훈, 尹 물 수 있어""…류호정, 송영길에 ""인간이 덜 돼""",1
3449,"‘엔조이커플’, 주위 욕먹으며 시작… 한 달에 만 원 벌었다 [실패연대기]",1
3450,수험생 감동시킨 올해 수능 필적 확인 문구는 '이것',1
3451,"김포 신호탄, 인접 9곳 우르르 ""서울로""…인구·면적만 늘리면 메가시티?",1
3452,시진핑 “이건 국산” 車 자랑에... 바이든 “내 캐딜락과 비슷하네”,1
3453,"전청조에 4억 벤틀리 받은 남현희, ‘김영란법 위반’ 신고 당했다",1
3454,“이대로면 식물인간”…‘롤스로이스 뺑소니’ 피해자 오빠의 절규,1
3455,"수장 없는 요기요, 쿠팡이츠에 2위 내주나",1
3456,"""한동훈 부인 진은정, 예상한 듯""...韓 일축에도 이준석 또",1
3457,'고개 숙인 남성' 억울하겠네…정자 50% 감소한 이유 밝혀졌다,1
3458,"운전자 끌어내 타고 '쾅쾅'…둘러싼 경찰들 ""창문 깬다""",1
3459,"천하람 “이준석 신당, 총선 전에 현역 20명 모아 교섭단체 가능”[중립기어 라이브]",1
3460,“김앤장 변호사래”…한동훈 부인 진은정씨에 쏠린 시선,1
3461,[와글와글] '기생충'이 실화로?‥백화점에 6개월 숨어 산 10대,1
3462,"속옷도 벗었다..'벗방' 7급 공무원, 과거 영상까지 일파만파",1
3463,"올해 수능, 킬러문항 빠졌지만 국어·수학 모두 어려웠다",1
3464,"박지원, 한동훈 부인 등장에 ""김건희 때 얼마나 스포트라이트 받았나""",1
3465,'더 라이브 폐지 반대합니다' 시청자 청원에 KBS 답변 의무 생겼다,1
3466,“이러니 다들 넷플릭스 타령” 또 터졌다…유탄 맞은 방송 ‘0%’ 사태,1
3467,“김앤장 변호사래” 한동훈 배우자 진은정씨 연일 화제,1
3468,부산 경찰 도둑과 추격전…체포한 女경찰 취미가 달리기,1
3469,"브라질 유명 모델, 무릎 지방흡입수술 후 하루만에 사망…4차례 심장마비",1
3470,쏘나타 한 대 값 '4000만원' 할인하는 벤츠…기존 구입자 분통,1
3471,"""꽉 막혔던 변이…"" 미모의 여의사 올린 '쾌변자세'에 쏟아진 찬사",1
3472,"""속옷 팔아 모은 전재산 다 날리고 빚만 6억""…모녀사기단 피해자들의 눈물",1
3473,LG 29년만의 우승…29% 세일 나섰다,1
3474,"""고추와 치즈 먹지마세요"" 의사 말 무시하고 피자 먹다, 결국…",1
3475,“살았다” 환호한 2종목...주가도 ‘껑충’ [마켓플러스],1
3476,"""승마선수인데 임신"".…전청조, 남현희 만나기전 성관계男에 사기쳐 기소",1
3477,"“나 없이도 잘 살 수 있지” 안아준 남편, 마지막 인사였다",1
3478,"수능, 무용론 펴기엔 너무 우수한 시험",1
3479,"비난 여론 의식했나…애플, 긴급 SOS 무료 1년 연장",1
3480,"윤 대통령이 “10원 한장 피해준 적 없다”던 장모, 징역 1년 확정",1
3481,몸에 검은 딱지 생겼다면…모기·빈대 말고 '이것' 의심하세요,1
3482,‘도라지물 모녀 살인’ 이웃집 50대 여성 무기징역 확정,1
3483,"""눈치 안 보고 산다"" 장제원에 진중권 ""떨궈내지 못하면 혁신위는 실패""",1
3484,'불륜 관련 허위사실 유포' 박지윤 아나운서 유튜버 등 5명 고소,1
3485,"[KINN] “2억원 웃돈 기대, 탁 트인 한강 조망"" 기사... 사기 아파트 광고였다",1
3486,"""구광모, 제대로 '우승 턱' 쐈다""…29년 만에 한 푼 LG,  '29%' 폭탄 할인 보답",1
3487,[단독]“나 한국 여자 다 XX할 거야”…백화점 성탄절 전광판에 범죄 예고글,1
3488,"KBS 강제하차 주진우 ""단칼로 내리치는 느낌, 진짜 쿠데타 같았다""",1
3489,“50만원 인출하면 100만원 나와”…英 현금인출기 고장에 사람 몰렸다,1
3490,"[헬스S] 40년 만에 출몰한 빈대… ""벅벅 긁으면 안 돼요""",1
3491,"""서울대에 김앤장 변호사…"" 한동훈 부인 진은정씨 첫 등장",1
3492,"""20여명 사상자 낸 안인득 방화·살해 피해자 유족에 국가가 4억원 지급하라""",1
3493,"""지금 입실 안 되나요""…수능 지각자 '속출' [2024 수능]",1
3494,"비명계 4인 ""개딸·이재명 방탄 그만""…""공천 받으려? 어이 없다""",1
3495,박보영 '정신병동에도 아침이 와요' 넷플릭스 전세계 4위,1
3496,90m 협곡 아래로 여객버스 추락..최소 36명 사망,1
3497,충남 아산 곡교천 - 노랗게 물든 행복의 길[정태겸의 풍경](57),1
3498,‘94년생 뉴페이스’도 등장…빨라진 승계 시계,1
3499,"""암 종류, 발생 위치 몰라도 치료 가능한 시대 온다""",1
3500,"연금 정치, 어떻게 복원할 것인가",1
3501,"""30년간 내 시간은 없어… 이제 산에서 보상 받아""",1
3502,조용히 수능 준비하려고?…백화점 계단 밑에 6개월 숨어산 청년,1
3503,신념의 거부 20년 뒤의 ‘복잡한 마음’,1
3504,PC방서 여직원 무차별 폭행한 40대 남성 입건,1
3505,“포르쉐 이제 지겹잖아”...새로운 럭셔리 자동차 한국 왔다,1
3506,비싸게 주고 산 '다이슨'...요즘 고치려다 속터진다,1
3507,"윤대통령 장모, 징역 1년 확정… 가석방·사면 없으면 내년 7월까지 수감",1
3508,하루 수백 대 화물차 오가는 좁은 농로...확장 필요한데 문제는 ‘주민동의’,1
3509,"변기에 '이 자세'로 앉았더니... ""막힌 똥이 바로 나왔다!""",1
3510,"'벌써부터 역대급'…삼성전자, 갤럭시S24 시리즈로 'AI폰' 선공 나선다",1
3511,“모험자본 공급한다더니” …메리츠 드러나는 민낯,1
3512,'이준석 신당'은 뻥카다? 민주당 전략가의 분석,1
3513,High school dropout vlogs become more popular,1
3514,승용차 타고 있던 ‘쌍둥이 형제’ 참변.. 화물차에 받혀 형 숨지고 동생 부상,1
3515,Samsung dumps ASML shares for $3.3 billion investment war chest,1
3516,이언주 “이준석 신당 ‘반윤’이 최우선 조건”,1
3517,박민 사장이 언급한 당일 밤 사과방송한 KBS 뉴스9,1
3518,김서형·김선영·한효주...제59회 대종상영화제 빛낸 여성들,1
3519,비야디(BYD) 앞세운  중국의 ‘전기차 굴기’,1
