뉴스제목,주가변동
"""하나도 안 늙었네"" 79세 베트남 권력 1인자, 80세 바이든에 칭찬",1
"""승리, 아직도 클럽 다니네""... 출소 7개월 만에 목격담",1
"중국 휴대폰 속 보고 '덜덜'... 대통령님, 이거 정상 아닙니다 [대통령을 위한 반도체 특별과외]",1
“이혼 후 만난 ‘호프집 그녀’...아내라 생각했는데 그녀의 행동이 이상합니다”,1
[르포] 58만 청약 몰렸던 생숙… 1.5억 마피도 찬바람,1
이준석 “노원병 당선돼 ‘험지 돌파 모델’ 만들고 싶다”,1
"인천 전세사기범 남모씨 소유 동해 땅, 경매서 380억원에 낙찰",1
"'케찹·별점 테러'…악성민원 학부모 가게에 ""살인자"" 메모까지",1
"""부엌에 심부름 갔던 8살 아들만 하늘로""…모로코 지진, 안타까운 사연들",1
"""여기가 목숨 자르는 미용실인가요""…김밥집 이어 미용실에 쏟아진 '별점 테러'",1
"""헛고생 그만""…野중진들 '단식 만류'에 이재명의 답은?",1
"강남역에 새로 생긴 만둣집, 주인이…",1
"""고연전 오면 정품 같냐""…대학 캠퍼스 간 갈등, 올해도 '여전'",1
"'외설 공연 논란' 화사, ""바바리맨보다 악영향"" VS ""괴물 부모 과도한 개입""",1
"'아이폰15' 출시 앞둔 애플, 직원에게 USB 케이블 구매 유도 교육",1
"달디 단 탕후루 난리나자…""우습기가 짝이 없다""",1
얼굴·연락처까지 싹다 공개…대전교사 가해학부모 신상폭로 계정에 우려도,1
"[DD 주간브리핑] 애플 '아이폰15'  공개… 삼성SDS, 'AI서비스기업'으로 거듭날 수 있을까",1
"벼랑 끝 교사들, 그들이 거리로 나선 이유",1
"윤석열 정부, 역사 쿠데타로 보수 분열시켜…대구·경북도 반대",1
월 6만5천원 내면 서울 지하철·버스 무제한으로 탄다,1
술 마시면 얼굴 빨개졌다 하얘지는데… 오히려 위험하다?,1
추석선물로 각광 받는 양구사과 전국 입맛 '유혹',1
"'MBC 장악' 속도전 방통위, 결국 법원이 제지했다",1
"""싹 다 공개한다""…대전 초등교사 가해 학부모 폭로 계정 등장",1
"'장제원 아들 노엘 어쩌나?' 국민의힘, '자녀 막말' 까지 도덕성 검증 강화",1
Chinese tourists flock back to Korea in much-needed economic boost,1
기후위기 시대 돈의 논리 ‘고탄소 프로젝트의 종말’,1
후쿠시마 오염수 방류는 정말 ‘과학적’일까,1
명의 이렇게 바꿔라...강남 대표재건축 실거래가 23억인데 종부세는 0원 비결,1
"“이러니 다들 공무원하지”...퇴직 공무원, ‘헉소리’ 나는 연금 수령액",1
지갑에 현금 1억 넣고 다녀보니… 불안감에 전전긍긍,1
여성 홈리스는 왜 안 보일까요?,1
"물고기가 작아진다...""이미 시작된 '인류세'의 증거""",1
[Life in Korea] Expectations vs. Reality of teaching English in Korea with Annie Jeong,1
"대전 초등 교사 사망 사건에…김밥 프랜차이즈 바르다김선생 불똥, 왜?",1
"'단식 12일 차' 이재명, 중진 만류에도 ""윤석열 정부, 귓등으로도 안 들으니…""",1
"꾸준히 운동하고, 살 뺐더니...내 심장이 “생생”",1
"만취해 성희롱한 외국인, 잡고보니 10년 넘은 불법체류자",1
빌라 원룸에서 40대 엄마 사망..실신했던 4살 아들은 구조,1
[낭만야영] 박배낭·마음 내려놓으니 울릉도가 더 예뻐 보였다,1
"대전교사 가해 학부모 신상 폭로 SNS 등장 ""사돈의 팔촌까지 공개할 것""",1
“구치소 힘들고 괴롭다” 흉기난동 최원종 자필편지... 자기변명·하소연만 줄줄이,1
해임효력 정지에 권태선 이사장 복귀… 방문진 '10인 체제',1
"“윤 대통령 녹취록 유출, 유튜버 데리고 다니지 마시라”",1
"[영상] ""니가 왜 거기서 나와"" 출근길 도로 한복판에 말 출몰 '아찔한  질주'",1
"[뉴스비하인드] ""화물 터미널 없다면 신공항 반대""···9.4 공교육 멈춤의 날",1
50세 이후 체중 감량을 망치는 10가지 습관,1
"학부모가 유치원에 들어와 원생들 앞에서 난동, 피해교사 입원",1
“학생·학부모에 당하고도 선생은 신고조차 못 해”,1
큰돈 들인 CJ ENM 기대주 왜  '아픈 손가락' 됐나 [IT+],1
"3기 신도시 난항…광명 시흥 토지 보상부터 막히고, 하남 교산 첫 삽도 못 떠 [인플레 암초에 막힌 주택 공급]",1
“반드시 빠진다” 중년 여성을 위한 ‘갤버스턴 다이어트’란?,1
"[단독]배우 이영애, 계좌 열기도 전에 ""이승만 기념관 기부할게요""",1
공격적 성향 1학년 학생 돌발행동에 초등교사 실신 입원 치료,1
홍콩서 ‘라방’ 하던 韓여성 성추행… 46세 용의자 체포,1
"[영상] 마그마가 분수처럼 '콸콸'…하와이 킬라우에아 화산, 올해 3번째 분화",1
"정유정 추가 입건...10대에게 채팅 ""산에서 만나자""",1
[단독] '천연기념물 진돗개'가 왜 대전 견사에... 진도군 밖 무단 반출 적발,1
"""치어리더복에 숏커트""…'미코' 한성주, 12년 만에 나타났다",1
"""XX 같은 냄새 나네, 환불가야 할 듯"" 수백만원 명품가방 악취 소동",1
"""아저씨, 200만원 간다면서요""…에코프로, 93만원까지 밀려[핫종목]",1
"맥도널드 알바생, 하루 8시간 일하면 21만원 받는다",1
"숨진 여성 옆에서 구조된 아들, 4살 아니었다…“출산기록 없어”",1
오염수 7천800t 방류‥삼중수소 1.1조 베크렐 나와,1
“세상 모든 사람이 알게 될 거야”…대전 교사 가해자 신상 폭로,1
"[단독]“김만배, ‘민주당 경선서 이재명 방어’ 수차례 말해”",1
아들이 “엄마 지갑서 X냄새”… 루이비통 가방·지갑 ‘악취’ 민원 잇달아,1
"“동창생과 10년간 외도한 아빠, 성관계 영상 엄마에게 들켜…복수하고파”",1
"`단식 12일째` 이재명, 권양숙 여사와 통화…""가슴이 너무 아프다""",1
"""한 푼이라도 아끼려""…명절선물 벌써 '중고거래'",1
"“600만원 ‘명품가방’ 요구하는 여친, 재혼 포기했습니다”",1
"국민의힘 의원들, ‘유인촌 문체부 장관 유력’에 “미치겠다” “실화냐”",1
"‘빅5의 굴욕’ 서울대⋅아산⋅삼성, 세계 암 연구 병원 100위에서 빠졌다",1
“비밀 무기 실험하다 하와이 태웠다”…中 음모론 확인,1
"'수원 냉장고 영아 살해' 친모 또 임신 중…남편 ""접견서 알아""",1
"""미친 거 아냐?"" 10대 재수생 성폭행…'스터디 카페 면접자' 증언 보니",1
“100만원 더 드릴테니 제게 파세요” 중고 제품 가지려고 이렇게까지,1
"""4인가족 이사오면 1천만원 지급""",1
직원에 “엎드려 뻗쳐” “살 빼라” 강요…‘직장 갑질’ 대부분 사실로 확인,1
"""맛이 별로여서…"" 식당 주인 살해하고 카드 훔쳐 흥청망청 사용한 중국인 구속",1
"""내 아들 손이 친구 뺨에 맞았다""…대전 교사 가해 학부모 입장문",1
"'대전 교사' 가해자 지목된 미용실 학부모…""아이 손이 친구 뺨에 맞았다""",1
"안철수, ‘단식 13일 차’ 이재명에 “총선 때 분당갑서 붙자…정치단식 중단하라”",1
교사한테 약도 아닌 유산균 챙겨 먹이라고…우린 부속품이었다,1
교내서 담배 피우다 '펑'…제자 10명 화상 입힌 베트남 교사,1
"""귓등으로도 안 들으니..."" 속내 토로한 이재명, 꿈쩍 않는 용산",1
얼굴·연락처까지 싹다 공개…대전교사 가해학부모 신상폭로 계정에 우려도,1
[체험기] 에어팟 연결이 자꾸 끊긴다면? 애플 공식 리퍼의 절반 가격 '리팟',1
"""나도 통장에 100만원 들어왔네""…올 추석엔 고향 가는 70대 청소부",1
"""아빠! 아이폰 15로 바꿔줘""에 '철렁'…가격이 무려",1
삼성의 절대반지 '갤럭시 링' 내년 1월 베일 벗나,1
"구급차 없어 생존자 죽어가도, 국제 요청 망설이는 모로코, 대체 왜?",1
"""모든 날 흉흉할 것""…대전 교사 가해 학부모 신상폭로 일파만파",1
내일 새벽 공개될 '아이폰15' 중국벽 넘어설까,1
"단식 중인 이재명 항의방문했다고…민주당, 태영호 징계안 제출하기로",1
"""내 딸 청소시켰다""고…담임 고소·민원 폭탄 넣은 유명 사학재단 이사장 아내",1
"'아이폰15' 출시 앞둔 애플, 직원에게 USB 케이블 구매 유도 교육",1
'공격적 성향' 초등학교 1학년생 돌발행동에 30대 여교사 실신,1
"""총선 7개월 앞둔 시점, 대통령실 극단적 유튜버들과 가까워지는 것 같다""",1
"""양꼬치 맛이 왜 이래"" 식당업주 살해한 40대 중국인 구속",1
"[속보] 현대차, 임단협 잠정합의…기본급 11만1000원 인상",1
"""내 아들 손이 친구 뺨에 맞았다""…가해 학부모 입장문",1
아이폰15 '3nm AP' 쓸어담는 TSMC…엑시노스 부활 목마른 삼성,1
First episode of ‘The Sword of Aramun’  quashes fans’ concerns over new lead actors,1
하루에 '아홉 시간' 잤더니… 뇌에 '이런 위험' 증가했다,1
"'너클 성폭행·살해' 최윤종 ""용기 있는 자가 미녀 차지"" 다짐",1
"벼랑 끝 교사들, 그들이 거리로 나선 이유",1
"연금개혁, 국민 쥐어짜기보다 운용 성과 높이기가 먼저다",1
"[뉴스비하인드] ""화물 터미널 없다면 신공항 반대""···9.4 공교육 멈춤의 날",1
‘七’ 자 기왓조각에 ‘묻지마’ 사적지정 왜? 2000년 전쟁터니까[이기환의 Hi-story](100),1
"권양숙 ""가슴 아파""…이재명 ""국민 겪는 고통보다 단식이 대수겠나""",1
"'52만명' 근로장려금 신청, 국세청이 챙겨준다…15일까지 동의",1
"""전 세계가 놀랐다""…'美 한 방 먹인' 中 7나노 반도체 진실은 [테크다이브]",1
"한 번도 힘든 불수사도북을 100번 ""산에 가면 몸보다 마음이 건강해져""",1
모종 심다 허기…나주서 삭힌 아르헨티나산 홍어를 뜯었다,1
50세 이후 체중 감량을 망치는 10가지 습관,1
"김의철 KBS 사장 해임안 의결…김 사장 ""당당히 맞설 것""",1
"대전 교사 가해 학부모 중 1명 ""엄청난 심적 고통… 결백 입증할 것""",1
"아파트 10채 중 3채 미입주… ""기존 집 안 팔렸다""",1
민주당보다 국민의힘이 더 싫다? 윤석열 대통령의 위험한 입 [언주유골],1
40세 이상이라면 꼭!...근육량 늘리고 체지방 내리는 '이 식단',1
Kim to meet with Putin in first overseas trip since 2019,1
여성가족부 장관에 김행 '유력'… 문체부 유인촌·국방부 신원식 거론,1
경찰 폭행해 재판받던 30대 경찰에 또 주먹질 입건,1
"'또래 살인' 정유정, 20대女·10대男 유인 살해 시도 확인",1
"달 남극에 착륙한 '찬드라얀3호', 다누리가 포착했다",1
"[단독] 무신사, 전직원 메일로 ‘위탁 보육 시행’한다더니···인근 어린이집 “무신사 연락받은 적 없다” [끝까지 간다]",1
여성 홈리스는 왜 안 보일까요?,1
"“1봉 겨우 600원?”...‘가성비’로 소문난 이 라면, 맛은 어떨까",1
“中 인민해방군 대만 상륙 시 궤멸적 패배”,1
엄마 시신 옆 '그림자 아이'.. 신원 파악 '난항',1
이 癌 환자 늘었다는데…목·겨드랑이 덩어리 만져지면 의심,1
큰돈 들인 CJ ENM 기대주 왜  '아픈 손가락' 됐나 [IT+],1
"[영상] ""니가 왜 거기서 나와"" 출근길 도로 한복판에 말 출몰 '아찔한  질주'",1
"t당 61만원 하던 철근 값 100만원 넘어, 주택 착공·인허가 급감 [인플레 암초에 막힌 주택 공급]",1
“반드시 빠진다” 중년 여성을 위한 ‘갤버스턴 다이어트’란?,1
코에 '이런 점' 생겼다면 빨리 병원에…휴 잭맨도 앓은 그 '암',1
"""이효리·뉴진스도 착용""…'언니들 싸움'에 다시 불티난 제품 [오정민의 유통한입]",1
‘쪽가위’로 여경들 팔뚝 연방 내려찍었다… 국회 흉기난동 영상 보니,1
"방시혁·태양 사는 아파트, 180억원에 거래… 역대 최고가 기록",1
"버스서 여성 치마에 손 넣더니..'30분 성추행' 남성, 뒷자리 승객이 찍었다",1
“벌레도 먹어봤다”는 최태원…모델 이현이도 ‘소셜 어벤저스’로 떴다,1
"""스무살 우리딸 인생 뺏어갔는데"" 17분만에 끝난 최원종 첫 공판",1
"담임 아니었을때도…숨진 대전교사, 학부모 민원 14차례 받았다",1
"초등학생 사촌 동생과 3년간 성관계 20대, 징역 2년",1
"""늦둥이 처남이 내 아들?"" 10년 만에 들통난 아내의 '비밀'",1
"우크라이나, 젤렌스키 망상과 미국 오판으로 확전",1
"'31kg 여성 시신' 한인타운 발칵‥""그리스도의 군인들"" 6명 체포",1
"“병원에서 곧바로 보험금 청구”…실손보험 간소화법, 이번엔 처리?",1
모텔서 남자 29명에게 성폭력 당한줄 알았는데…30대女 ‘대반전’,1
"[단독]“김건희 딱 두 번 만났다”던 김행, 2013·2015년 전시회 때도 ‘같은 날 같은 공간’",1
[단독]‘람보르기니男’ 병역회피 목적으로 전신 문신,1
"""앗 어떡하지""…지하철 선로에 휴대폰이 '우르르'",1
“650조 물려받을 사람은…” 다섯 자녀 긴장시킨 ‘세계 최고부자父’의 말,1
결혼식 신부 뺀 모두가 검은 안대를…이유 알고 보니 '뭉클',1
"""140kg 무게 감당될까""…北 경호원들, 생사 걸린 듯 김정은 의자 점검",1
"“가득한 알, 내장도 훌륭”…伊 버리는 꽃게, 우리 밥상에?",1
‘DNA 검사해보자’…천년 묵은 ‘외계인 시신’ 의회 등장,1
"일본 위해 이렇게까지... 윤 정부가 UN에 보낸 '충격' 의견서 [김종성의 '히, 스토리']",1
"""유혹하니 어쩔 수 없었다""…초등생 사촌과 수년간 성관계 한 남성",1
이재명 단식 농성장 앞 지지자 흉기 휘둘러 경찰 2명 다쳐,1
"“삼성전자 평단 4만8000원, 다시 안 올 가격 맞죠?” [투자360]",1
"엄마 옷장서 꺼낸 20년 된 '이 바지' 입었더니 ""이효리·뉴진스 같대요""",1
"브랜드 디자인 베껴 팔아 호화 생활…""정품보다 예쁘죠?""",1
"[제보는Y] 쓰레기밭 된 옥상 악취 '진동'...""수개월째 누군가 무단 투기""",1
"김건희, '가짜뉴스' 걱정하며 ""가자미회 너무 고소하고 담백해""",1
"본격 판매 앞둔 아이폰15…""실망스럽다, 감동 없다"" 반응도",1
16일째 단식 이재명 대표실 앞에서 자해 시도 70대 제압,1
[단독]버스서 30분 성추행…기사·승객 합심해 잡았다,1
골프 입문 2주 만에 우승한 12살…메달보다 큰 선물 받았다,1
"""BTS, 넷플릭스 시대에 유인촌이 웬말"" vs ""정부는 규제 풀어주면 돼""",1
"[속보] 전남 영암서 시신 5구 발견…경찰 ""일가족 추정""",1
"250억 원어치 팔린 이유식, 알고 보니 '원재료 함량 뻥튀기'",1
"“이재명, 누가 말린다고 단식 중단하진 않을 듯”",1
장동민 “이건 개그 아니에요!” [숏폼],1
"배우 조인성, 박선영 전 아나운서와 결혼설에 ""사실무근""",1
나는 비행기 문 열려던 필로폰 중독 10대…최대 7년 구형,1
둔촌주공 분양권 못 파나…또 멀어진 실거주 의무 폐지,1
‘하반기 최대 IPO’…  기업가치 1조 두산로보틱스 ‘따따블’ 가나,1
[속보] 전남 영암 주택서 시신 5구 발견…현장 곳곳에 혈흔,1
"마약 취해 여객기 문 열려던 10대, '변명' 봤더니",1
"칼부림 람보르기니男, 과거 샴페인병으로 사람 머리 때려…문신은 군대 회피용",1
[속보] '이재명 단식' 국회 당대표실 앞에서 70대 '혈서' 흉기소동,1
[한화오션 유상증자] 최대주주 청약 100% 참여…흥행 안전판 되나 [넘버스],1
"초유의 뉴스타파 압수수색 ""역사에 남을 치욕적 언론 현장""",1
"""명품은 사치 아닌 투자…1000원으로 누구나 쉽게 시작""[이코노 인터뷰]",1
"[Well-curated] Exorcist lab, outdoor reading and artsy street festival make for rich fall weekend",1
전남 영암서 일가족 추정 5명 숨진 채 발견…주택 곳곳에 혈흔,1
잠든女 치마 속에 손 넣더니…버스서 30분간 성추행한 40대男,1
[헬스+] 'OOO 다이어트' 하고 있다면 당장 그만두세요!,1
"한국에 튄 중국 노재팬 불똥… 중국인 94% ""한국 안 가""",1
떡볶이엔 복숭아 맛 쿨피스? 건강 생각하면 ‘이게’ 낫다,1
"""특혜에 또 특혜 아닌가?"".. 종합경기장 개발 '논란'",1
"박민식이 던진 문재인 부친 친일론에 ""팩트 가져와보라""",1
"안산 빌라서 나체로 흉기난동 30대 여성, 자해 시도까지",1
"MB정부 7년차인가…돌아온 MB맨, 유인촌 장관 등등등",1
"""비타민인줄 알았어요""…에어팟 삼킨 여성, 틱톡서 ‘화제’",1
"Incheon landing was turning point for war, nation and world",1
응급실 전용 승강기 막고 주차하더니…“문제 생기면 내가 다 책임져”,1
“왜 자꾸 무겁게 기능 추가해?” 카톡 업데이트에 진심인 카카오,1
“자기야 1억 넣으면 월 90만원 준대”…없어서 못 판다는 이 상품,1
"[단독] 尹 0원, 유승민 1000만원·이준석 250만원 후원한 국방부 장관 후보자",1
"“김건희 여사가 말했다, 윤 대통령 뜻도 같다고”",1
"홍범도·정율성,박정희·백선엽에게 들이대는 잣대 같아야 한다",1
"JTBC 압수수색에 JTBC 기자들 ""검찰의 위험한 발상""",1
"조응천 ""명단 챙긴다고 해 단식 현장 안 가""",1
"尹 부정평가 4개월만에 60%대…""日 오염수 방류 지지율에도 악재""",1
"尹 지지율 31%..인물 호감도 오세훈 35%, 한동훈 33%, 이재명·김동연 29%",1
"혼인평등, 가족구성권, 그리고 차별금지법제정 운동 ‘사이’",1
육아하는 '아빠들'이 온다,1
"고깃집에서 소주로 발 닦은 손님… ""화상 때문이라고?""",1
"생수병에 숨어있는 미세플라스틱, 20분 안에 잡아낸다",1
손 쉬운 대출에 50만원 못 갚는 2030 늘었다,1
소주 한병 마신 상태의 고글을 써보니…,1
[공룡능선 특집] 공룡능선 재미있게 종주하는 방법 알려 드려요,1
"경북 경산시 5급 공무원, 단합대회서 부서 하위직 공무원과 '주먹질'",1
"테슬라 13만원, 아반떼 29만원.. 자동차세 어떻게 바뀌려나",1
대작 '무빙' 띄우면서 가격 인상론 띄운 디즈니플러스의 속셈 [IT+],1
"t당 61만원 하던 철근 값 100만원 넘어, 주택 착공·인허가 급감 [인플레 암초에 막힌 주택 공급]",1
"곧 제철 ‘고구마’, 매일 먹으면 우리 몸에서 생기는 일",1
"“어르신, 돈 드린다니까요?” “됐어”…열에 셋 기초연금 안받는다",1
주말극 출연 중이었는데…'효심이네' 배우 노영국 별세,1
설악산 갔다가 ‘깜짝’…출입금지 표지판 속 사진 봤더니 [잇슈 키워드],1
"대통령실 ""누가 단식 하랬냐""에 폭발한 민주 ""사람 얼굴에 짐승의 마음""",1
"소녀상 뺏긴 카셀대 학생들 ""내가 소녀상이다"" 가면시위",1
"""승무원과 하룻밤에 400만원""…베트남서 윤락알선 일당 덜미",1
삼척서 60대 여성 예초기 칼날에 목 베여 중태…벌초·등산객 몰린 초가을 각종 사고 속출,1
200㎜ 넘게 쏟아진 가을비…주 중반부터 선선한 가을,1
고개 흔들어 양치질…57살 소방관 검은 콧물부터 뇌 질환까지,1
“이러다 한국에 다 뺏긴다” 역대급 터지자…일본 ‘충격’,1
"""라임 잘랐더니 스티로폼 가루가..."" 페루 '가짜 과일' 사기 주의보",1
'월 600만원' 기본소득에 집도 공짜…돈 뿌리는 부자 나라 [글로벌 新자원전쟁②],1
"굉음 질주 끝에 쾅…""버스 밑 빨려 들어가"" 3명 사망",1
"""여기 뭐 전부 그런 데죠"" 도심 한복판서 10년…미신고 이익만 150억",1
"사무실에서 2,000일 간 숙박 해결한 CEO 화제",1
"'키165cm, 비흡연' 정자왕 선발대회…""20번도 가능"" 中청년 자신감",1
수익 공개한 유튜버 히밥…“광고 1건당 중형차 1대 값”,1
"""더는 못 해"" 엄마의 선언…차례 안 지내는 집 더 많아졌다",1
"""기내서 커피 마시다 다 토했다""…유리조각이 어쩌다 거기에",1
“DNA 일치” 33년 만에 ‘화성 연쇄살인사건’ 진범이 밝혀지다 [그해 오늘],1
"'숙제·보충수업' 줄였더니…""한국과 똑같은 일"" 깜짝 놀란 中",1
"구글 창업자 브린, 머스크와 불륜설 난 아내와 이혼",1
"""금산에 땅 사러 가요""…젊은층 '부테크' 급증 [현장 써머리]",1
"한동훈, 李 단식에 ""왜 하는지 본인도 설명 못해""",1
"“빨간 핏덩이가”…아내 출산 과정 본 남편, ‘8600억원’ 소송",1
"[와글와글] 초밥 1인분 주문하고‥""아이 셋, 회 많이 좋아해요""",1
“산부인과 멀어 구급차서 출산”…이송 1시간 이상 임산부 한해 ‘755명’,1
"한동훈, '병원행' 이재명에 ""단식·자해한다고 사법시스템 멈춰선 안돼""",1
[르포] 새벽 3시에 생선 사서 5시에 검사완료…부산 공동어시장 방사능 조사현장 가보니,1
[단독]윤석열 장모 보석 신청…법정구속 2달만,1
"한동훈, ‘병원 후송’ 이재명에 “앞으로 잡범들도 이렇게 하지 않겠나”",1
"잠자다 무의식 중에 성관계…""치료 지침 없어""",1
[단독]아들 결혼식 참석차 입국했던 미국인 가방서 9㎜ 실탄…경찰 입건,1
"삼성바이오, 올해 수주액 2.4조…역대 최대 갈아치웠다",1
"성인용품에 윤활액 뿌리고 ASMR 만든 120만 유튜버..논란 일자 ""제가 운영하는 공간""",1
한동훈 장관의 말 바꾸기... 이건 수사가 필요하다,1
넷플릭스 vs SK브로드밴드 망사용료 분쟁 끝났다,1
강변북로 지나던 차량서 갑자기 뛰어내린 40대… 병원 이송됐으나 숨져,1
"""나도 카다시안처럼""…대문자 S 되려다 목숨 잃는 여성들",1
"의대 광풍에 뒤집힌 SKY 합격선… 서울대 이공계열 정시 합격점수, 고대-연대에 처음 역전당해",1
"""타이어 펑크는 이제 그만""…공기 없는 자전거 타이어 나왔다",1
"원로배우 변희봉, 암 투병 끝에 별세… 향년 81세",1
"18세 소녀, 상습 마약 투약 혐의 ‘집행유예’",1
日 수산물만 안 먹는다…아사히 품절대란에 휴가는 일본,1
"“서울에서 3인가구가 살려면 최소 이 정도 돈은 있어야”…서울시, 내년 생활임금 월 239만원 책정",1
"김옥빈, 피부 비결은 하루 2~3번 '이것'… 정말 효과 있나?",1
걷기는 하나마나?…고강도 운동보다 유리한 점 4,1
"국힘 “18일간 이재명 단식, 많은 피해 가져와…쾌유 기원”",1
"아이폰15, 사전 주문 몰려 배송 2개월 지연…""프로 맥스 수요 강하다""",1
[OTT레이더] 전직 아이돌이 마트 사장님으로 변신한 사연? 티빙 ‘사장돌마트’,1
배우 변희봉 별세…영화계 큰별 졌다,1
"""애 치료비 내놔"" 故이영승 교사 4년간 괴롭힌 학부모·자식, 신상 털렸다",1
"6년 만에 돌아온 유커, 중국 특수 현실화 될까",1
"로또 1085회 당첨번호 1등 10억, '두 곳 수동 둘씩 터졌으니'",1
"일본인 51% ""기시다, 총리직 빨리 그만두길 원한다""",1
“자기야 이제 대출 못 받는대”...특례보금자리론 판매 중단에 대출자 ‘혼란’,1
“빚 갚을 돈이 없어요”...인터넷은행 연체율 사상 최고,1
검찰 수사기록에 적힌 조우형의 일관된 ‘거짓말’,1
"SK Broadband, Netflix settle dispute, forge partnership for new service",1
국평 84㎡ 아파트 '4억8000만원'… 서울 두 배 이상 비싼 10억대,1
Webtoon ‘Get Schooled’ canceled in US over 'racist' content,1
화웨이發 미·중 격돌에 불안감 커지는 삼성전자·SK하이닉스,1
"'조국 아들 허위 인턴확인서' 최강욱, 의원직 상실 '기로'",1
11개월 딸 희귀암 발견...엄마만 알아차린 ’이 증상’,1
"대법원 구성원 14명 중 13명, 윤석열 대통령이 임명한다",1
평택 하천서 80대 남성 숨진 채 발견…자전거 추락사고 추정,1
"'통장 잔고증명서 위조 혐의' 윤대통령 장모, 대법원에 보석 청구",1
"[한국산에 빠졌어요] 역마살 40세 미국인 ""한국은 山도 사람도 쿨~""",1
"""인종차별인 줄 몰라...더 공부할 것"" 네이버웹툰 '참교육' 북미 서비스 중단·사과",1
友軍 서울과 30대를 밀어내는 戰士 윤석열,1
618명이 암 걸렸다고 소송해도 … 핵발전소는 무죄다?,1
‘2장에 180만원’…임영웅 콘서트 암표 “강제 취소”,1
"러시아 제공 엔진 '진품' 아냐…""한국 발사체 개발에 큰 도움 안돼""",1
"'단식 19일째' 이재명, 건강 악화로 병원 이송",1
대구 달성군 다세대 주택서 불···60대 남성 화상,1
'IPO대어' 두산로보틱스 드디어 출격...이번주 '공모주 슈퍼위크' 열린다,1
"성소수자, ‘나이듦’을 이야기하다",1
위헌·위법 논란 부를 방통위의 '가짜뉴스 근절 방안',1
엄마 찾던 네 살배기 따라가 보니...집 안은 '쓰레기 더미',1
"尹 국정 지지율 35.5%..민주 46%, 국힘 35.3% 격차 10.7%p",1
[속보] 민주당 이재명 대표 건강 악화 긴급 후송,1
대박 쳐도 주가 쪽박… 우영우 신드롬 후 '콘텐츠주 역설' [IT+],1
"전기차 전환 늦고 고급인력 부족, 독일 G7 중 유일 역성장",1
‘탈모의 계절’ 발모에 좋은 자연요법 5가지에 대해,1
청년 '저축지원' 부모소득 안 본다…자기돌봄비 200만원,1
구독자 세계 1위 유튜버…200만달러 수소차 리뷰 중 삼성 ‘갤럭시Z플립5′ 꺼내들어,1
"""전국구 깡패 되자""…SNS에서 뭉친 2002년생 'MZ조폭' 무더기 검거",1
편의점 빵 먹으려다 '기겁'…빵 안에 살아있는 풍뎅이가 꿈틀?,1
"""아메리카노 하나 줘"" 반말 손님, 소리지르더니 갑자기 '와장창'",1
"[아시안게임] '황선홍호에 0-9 완패' 쿠웨이트 감독 ""수준이 달랐다""",1
“아이 모기 물려왔다고 화내는 학부모”…교사의 고민 [사연뉴스],1
"""소고기 못지않은 고단백 식품""…연구 결과 '반전' [건강!톡]",1
"수당 24만원 시험감독, 직원 부인-미성년자녀가 40억 타갔다",1
"“대형마트서 사먹던 햄에 발암 물질이” 이 제품, 절대 먹지마세요",1
[단독] ‘윤석열차’ 괘씸죄…만화영상진흥원 보조금 반토막,1
"""해바라기씨유서 발암물질, 오리바비큐는 발색제 초과 검출""",1
"""독일 전차는 사양해요""...우크라, 결함 이유로 수령 거부",1
"""아빠 무서워 엄마""…결국 숨진 채 발견된 5살 딸, '다문화 가정의 비극'",1
"짧은 바지에 모형 성기 넣고 전동 킥보드 탄 30대, 여성 지나가면 티셔츠 올리고 '킥킥'",1
"""어릴 땐 김밥이 창피했는데""…열풍 일으킨 주인공 만나보니",1
"“한 송이 3,500원”…샤인머스캣 ‘원조’ 일본의 한숨, ‘한국’ 때문? [잇슈 키워드]",1
"서인영 결혼 7개월 만에 이혼설…""남편 소송 기사로 알아""",1
"""하룻밤 400만원 받았다""…베트남 승무원 윤락 알선 일당 정체",1
"낯뜨거운, 김행 여가부장관 후보자의 ""가짜뉴스"" 저격",1
"아는 설계사 맡겼더니 한 달 보험료 280만원, 뭘 정리할까요",1
"이혼설 휩싸인 서인영 ""남편이 이혼소송? 몰랐다""",1
[단독] 김행 “강간 당해 아이 낳아도 사회적 관용 있어야”,1
“어떤 부끄러움도 느끼지 못한다”…한효주에 난리난 중국이 한 짓,1
"구독자 세계1위 유튜버, 차량 리뷰 중 'Z플립 5' 꺼내며 ""우리의 공식 카메라""",1
“지하철에 사람이 많아 그냥 밀쳤다” 18명 다치게 한 진짜 이유,1
“애들 과외 선생과 바람난 남편…양육비도 잘 안 주네요”,1
"건축상 받은 유명 카페 모방…법원, 건물 철거 명령",1
"""과일음료에 과일 없다""…스타벅스, 집단소송 직면",1
`한강공원 사망` 손정민 사건…풀어야 할 `331 영상`의 비밀,1
"문재인, 이재명 손 붙잡고 단식 중단 권유 ""길게 싸워나가야""",1
갤럭시S23 공짜폰 됐다…아이폰15 앞두고 불법보조금 또 등장,1
얼굴 빨개지고 땀 뻘뻘…모유 오래 먹인 여성은 '폐경' 늦었다,1
"발암물질 나온 식용유…""먹지 마세요""",1
1.7m 높이서 떨어진 60대 노동자 하루 뒤 돌연 숨져,1
"""탕비실 물 좀 마셔도 되나요""…미화원 부탁에 누리꾼 '분노'",1
